,Unnamed: 0,City Code,City,Average share of the built-up area of cities that is open space for public use for all (%) [a],Average share of urban population with convenient access to open public spaces (%) [b],Month,Year,Decibel_Level,Traffic_Density,Green_Space_Area,Air_Quality_Index,Happiness_Score,Cost_of_Living_Index,Healthcare_Index,Absolute value in thousands,Urban population as percentage of total population,Economy,Country,Employment_to_Population_Ratio
1866,1866,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,933979.563,40.56047,2621,croatia,48.64
1867,1867,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,16436.436,58.68674,2711,croatia,48.64
1868,1868,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,670466.96,35.05687,3412,croatia,48.64
1869,1869,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,75073.359,62.64931,3916,croatia,48.64
1870,1870,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,1326097.214,39.37579,3919,croatia,48.64
1871,1871,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,3364258.044,48.60618,3905,croatia,48.64
1872,1872,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,2504011.804,75.39309,1,croatia,48.64
1873,1873,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,3360600.973,58.42563,4,croatia,48.64
1874,1874,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,445908.39,77.40921,8,croatia,48.64
1875,1875,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,5074190.42,65.58218,12,croatia,48.64
1876,1876,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,6864175.22,55.25699,16,croatia,48.64
1877,1877,HR_ZAGREB,Zagreb,19.9,56.6,September,2030,65,Medium,40,75,6.9,65,80,1413076.243,83.25935,20,croatia,48.64
1878,1878,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,NOT APPLICABLE,NOT APPLICABLE,24,ecuador,63.752
1879,1879,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,50330.837,29.58893,660,ecuador,63.752
1880,1880,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,2789.599,69.4836,28,ecuador,63.752
1881,1881,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,49787.283,78.30825,32,ecuador,63.752
1882,1882,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,41.142,87.80163,51,ecuador,63.752
1883,1883,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,81.528,87.81252,533,ecuador,63.752
1884,1884,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,44911.664,72.54636,36,ecuador,63.752
1885,1885,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,16.055,100,40,ecuador,63.752
1886,1886,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,97.51,24.7871,31,ecuador,63.752
1887,1887,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,47678.56,93.24918,44,ecuador,63.752
1888,1888,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,2759.528,65.54835,48,ecuador,63.752
1889,1889,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,104.924,46.1523,50,ecuador,63.752
1890,1890,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,28202.414,87.62312,52,ecuador,63.752
1891,1891,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,9054.576,61.83148,112,ecuador,63.752
1892,1892,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,10711.138,60.77914,56,ecuador,63.752
1893,1893,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,429.846,84.72253,84,ecuador,63.752
1894,1894,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,1574.679,90.82824,204,ecuador,63.752
1895,1895,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,184424.144,45.63354,60,ecuador,63.752
1896,1896,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,283.082,32.77197,64,ecuador,63.752
1897,1897,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,9206.17,83.27537,68,ecuador,63.752
1898,1898,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,11873.46,98.41559,535,ecuador,63.752
1899,1899,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,450.428,48.58791,70,ecuador,63.752
1900,1900,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,16393.827,54.13784,72,ecuador,63.752
1901,1901,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,62.806,100,76,ecuador,63.752
1902,1902,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,821.498,48.58306,92,ecuador,63.752
1903,1903,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,13625.507,73.72129,96,ecuador,63.752
1904,1904,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,27.904,76.50865,100,ecuador,63.752
1905,1905,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,3111.789,53.56988,854,ecuador,63.752
1906,1906,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,2972.271,76.82219,108,ecuador,63.752
1907,1907,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,223908.968,89.27756,132,ecuador,63.752
1908,1908,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,32.995,52.78715,116,ecuador,63.752
1909,1909,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,473.312,81.09262,120,ecuador,63.752
1910,1910,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,6290.166,79.02942,124,ecuador,63.752
1911,1911,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,27523.563,37.11521,136,ecuador,63.752
1912,1912,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,15800.53,17.59775,140,ecuador,63.752
1913,1913,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,638.84,70.85149,148,ecuador,63.752
1914,1914,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,18084.248,29.03399,152,ecuador,63.752
1915,1915,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,34051.103,63.24237,156,ecuador,63.752
1916,1916,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,41008.596,82.87756,344,ecuador,63.752
1917,1917,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,72.865,100,446,ecuador,63.752
1918,1918,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,7104.274,47.6457,158,ecuador,63.752
1919,1919,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,22460.393,27.11687,170,ecuador,63.752
1920,1920,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,19933.769,88.83862,174,ecuador,63.752
1921,1921,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,1415605.906,70.62589,178,ecuador,63.752
1922,1922,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,7485.887,100,180,ecuador,63.752
1923,1923,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,763.371,100,184,ecuador,63.752
1924,1924,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,24027.999,82.40642,188,ecuador,63.752
1925,1925,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,54129.764,84.32281,384,ecuador,63.752
1926,1926,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,959.412,32.52299,191,ecuador,63.752
1927,1927,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,7114.987,72.28031,192,ecuador,63.752
1928,1928,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,127582.053,51.76184,531,ecuador,63.752
1929,1929,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,17.253,77.83999,196,ecuador,63.752
1930,1930,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,5432.243,85.78813,203,ecuador,63.752
1931,1931,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,34211.272,56.72972,200,ecuador,63.752
1932,1932,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,3850.14,61.45374,208,ecuador,63.752
1933,1933,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,11016.041,78.70167,262,ecuador,63.752
1934,1934,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,197.829,89.33031,212,ecuador,63.752
1935,1935,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,965.922,68.06725,214,ecuador,63.752
1936,1936,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,10515.199,76.07274,218,ecuador,63.752
1937,1937,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,NOT APPLICABLE,NOT APPLICABLE,818,ecuador,63.752
1938,1938,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,6104.474,89.44563,222,ecuador,63.752
1939,1939,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,1247.129,79.96937,226,ecuador,63.752
1940,1940,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,74.988,74.15489,232,ecuador,63.752
1941,1941,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,11982.523,87.76487,233,ecuador,63.752
1942,1942,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,19486.952,66.73212,748,ecuador,63.752
1943,1943,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,125151.725,44.77278,231,ecuador,63.752
1944,1944,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,6554.224,79.15255,230,ecuador,63.752
1945,1945,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,1999.678,77.20733,238,ecuador,63.752
1946,1946,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,4283.355,47.78627,234,ecuador,63.752
1947,1947,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,1289.441,71.42056,242,ecuador,63.752
1948,1948,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,1305.985,26.53467,246,ecuador,63.752
1949,1949,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,149296.378,26.85552,251,ecuador,63.752
1950,1950,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,NOT APPLICABLE,NOT APPLICABLE,250,ecuador,63.752
1951,1951,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,3.869,82.01709,254,ecuador,63.752
1952,1952,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,54.583,44.77116,312,ecuador,63.752
1953,1953,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,986.172,61.96492,474,ecuador,63.752
1954,1954,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,5565.475,86.59761,175,ecuador,63.752
1955,1955,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,68147.584,83.81575,492,ecuador,63.752
1956,1956,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,65543.452,83.6429,638,ecuador,63.752
1957,1957,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,366.669,87.93716,258,ecuador,63.752
1958,1958,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,399.728,98.66593,266,ecuador,63.752
1959,1959,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,362.472,90.09205,270,ecuador,63.752
1960,1960,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,407.579,45.73528,268,ecuador,63.752
1961,1961,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,35.862,100,276,ecuador,63.752
1962,1962,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,1031.822,99.85297,280,ecuador,63.752
1963,1963,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,324.86,63.48644,288,ecuador,63.752
1964,1964,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,2774.523,92.66258,292,ecuador,63.752
1965,1965,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,3263.651,68.49437,300,ecuador,63.752
1966,1966,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,3657.494,63.87106,304,ecuador,63.752
1967,1967,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,82762.675,78.93083,308,ecuador,63.752
1968,1968,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,NOT APPLICABLE,NOT APPLICABLE,316,ecuador,63.752
1969,1969,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,38775.85,63.39033,320,ecuador,63.752
1970,1970,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,32.771,100,324,ecuador,63.752
1971,1971,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,10059.703,82.77185,624,ecuador,63.752
1972,1972,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,57.152,89.2972,328,ecuador,63.752
1973,1973,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,130.367,38.87113,332,ecuador,63.752
1974,1974,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,180.746,95.66044,336,ecuador,63.752
1975,1975,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,20003.638,56.42329,340,ecuador,63.752
1976,1976,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,16622.388,41.40501,348,ecuador,63.752
1977,1977,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,2484.863,48.48924,352,ecuador,63.752
1978,1978,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,848.033,28.55177,356,ecuador,63.752
1979,1979,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,12700.006,64.92257,360,ecuador,63.752
1980,1980,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,0.561,100,960,ecuador,63.752
1981,1981,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,11724.522,64.30749,364,ecuador,63.752
1982,1982,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,9642.912,75.14176,368,ecuador,63.752
1983,1983,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,390.338,94.4397,372,ecuador,63.752
1984,1984,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,1514994.08,40.14196,376,ecuador,63.752
1985,1985,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,292150.1,62.84106,380,ecuador,63.752
1986,1986,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,NOT APPLICABLE,NOT APPLICABLE,388,ecuador,63.752
1987,1987,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,92921.017,80.12858,392,ecuador,63.752
1988,1988,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,52800.825,73.56423,400,ecuador,63.752
1989,1989,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,5266.881,66.75128,398,ecuador,63.752
1990,1990,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,10134.951,93.52548,404,ecuador,63.752
1991,1991,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,57544.258,74.27447,296,ecuador,63.752
1992,1992,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,2804.356,60.34889,408,ecuador,63.752
1993,1993,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,118514.802,92.70406,410,ecuador,63.752
1994,1994,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,11933.395,93.18697,414,ecuador,63.752
1995,1995,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,21128.221,60.02445,417,ecuador,63.752
1996,1996,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,63103.942,33.4274,418,ecuador,63.752
1997,1997,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,148.72,62.16917,428,ecuador,63.752
1998,1998,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,26569.401,65.55121,422,ecuador,63.752
1999,1999,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,51290.214,82.04923,426,ecuador,63.752
2000,2000,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,4564.57,100,430,ecuador,63.752
2001,2001,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,7435.378,40.89447,434,ecuador,63.752
2002,2002,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,8321.287,42.89111,440,ecuador,63.752
2003,2003,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,1701.338,69.93982,442,ecuador,63.752
2004,2004,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,4714.24,90.60416,450,ecuador,63.752
2005,2005,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,2501.946,34.00052,454,ecuador,63.752
2006,2006,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,6282.074,57.30025,458,ecuador,63.752
2007,2007,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,7394.813,83.63084,462,ecuador,63.752
2008,2008,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,2558.928,70.63786,466,ecuador,63.752
2009,2009,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,697.086,93.21078,470,ecuador,63.752
2010,2010,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,35604.443,45.23962,584,ecuador,63.752
2011,2011,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,24944.243,20.88597,478,ecuador,63.752
2012,2012,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,36687.569,81.78584,480,ecuador,63.752
2013,2013,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,512.683,45.04617,484,ecuador,63.752
2014,2014,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,28712.294,51.18747,583,ecuador,63.752
2015,2015,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,543.425,95.39439,498,ecuador,63.752
2016,2016,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,44.733,81.06554,496,ecuador,63.752
2017,2017,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,5830.563,62.66209,499,ecuador,63.752
2018,2018,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,1305.425,41.85048,500,ecuador,63.752
2019,2019,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,134534.107,83.50126,504,ecuador,63.752
2020,2020,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,122.704,24.91101,508,ecuador,63.752
2021,2021,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,3174.727,45.50143,104,ecuador,63.752
2022,2022,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,3736.327,70.61146,516,ecuador,63.752
2023,2023,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,621.696,70.86867,520,ecuador,63.752
2024,2024,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,4.301,9.8555,524,ecuador,63.752
2025,2025,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,40226.395,68.6715,528,ecuador,63.752
2026,2026,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,40920.707,42.8743,530,ecuador,63.752
2027,2027,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,56987.625,34.9904,540,ecuador,63.752
2028,2028,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,2910.056,60.76162,554,ecuador,63.752
2029,2029,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,13.358,100,558,ecuador,63.752
2030,2030,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,33133.395,25.34982,562,ecuador,63.752
2031,2031,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,17943.803,94.75076,566,ecuador,63.752
2032,2032,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,NOT APPLICABLE,NOT APPLICABLE,570,ecuador,63.752
2033,2033,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,312.529,75.28916,807,ecuador,63.752
2034,2034,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,5495.67,87.83508,580,ecuador,63.752
2035,2035,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,7688.686,62.26281,579,ecuador,63.752
2036,2036,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,35217.942,18.69501,512,ecuador,63.752
2037,2037,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,262580.426,59.18936,582,ecuador,63.752
2038,2038,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,1.948,52.44922,586,ecuador,63.752
2039,2039,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,2072.256,62.74877,585,ecuador,63.752
2040,2040,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,51.178,92.75385,591,ecuador,63.752
2041,2041,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,5748.397,86.08266,590,ecuador,63.752
2042,2042,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,5093.376,91.68713,598,ecuador,63.752
2043,2043,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,NOT APPLICABLE,NOT APPLICABLE,600,ecuador,63.752
2044,2044,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,274029.836,40.67977,604,ecuador,63.752
2045,2045,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,17.919,85.04443,608,ecuador,63.752
2046,2046,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,4864.126,72.22325,616,ecuador,63.752
2047,2047,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,NOT APPLICABLE,NOT APPLICABLE,620,ecuador,63.752
2048,2048,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,11615.322,15.18458,634,ecuador,63.752
2049,2049,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,7425.448,65.70171,642,ecuador,63.752
2050,2050,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,36702.393,80.53653,643,ecuador,63.752
2051,2051,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,129453.321,50.92364,646,ecuador,63.752
2052,2052,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,38700.518,61.53888,652,ecuador,63.752
2053,2053,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,10062.183,71.36598,654,ecuador,63.752
2054,2054,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,2855.291,99.53179,659,ecuador,63.752
2055,2055,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,19023.383,56.63021,662,ecuador,63.752
2056,2056,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,141432.741,77.08434,663,ecuador,63.752
2057,2057,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,16375.704,19.61928,666,ecuador,63.752
2058,2058,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,11.113,98.66593,670,ecuador,63.752
2059,2059,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,4.895,42.69115,882,ecuador,63.752
2060,2060,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,48.247,32.41589,674,ecuador,63.752
2061,2061,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,183.274,20.36444,678,ecuador,63.752
2062,2062,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,33.508,98.66593,682,ecuador,63.752
2063,2063,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,5.651,90.59456,686,ecuador,63.752
2064,2064,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,104.322,57.2931,688,ecuador,63.752
2065,2065,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,248.627,17.28801,891,ecuador,63.752
2066,2066,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,33.458,98.37696,690,ecuador,63.752
2067,2067,EC_QUITO,Quito,21.4,45.1,August,2030,70,High,25,120,4.7,55,61,265.036,80.03211,694,ecuador,63.752
